,date,county,state,fips
4046,2020-03-18,Otsego,Michigan,26137.0
4047,2020-03-18,Ottawa,Michigan,26139.0
4048,2020-03-18,St. Clair,Michigan,26147.0
4049,2020-03-18,Washtenaw,Michigan,26161.0
4050,2020-03-18,Wayne,Michigan,26163.0
4741,2020-03-19,Bay,Michigan,26017.0
4742,2020-03-19,Charlevoix,Michigan,26029.0
4743,2020-03-19,Clinton,Michigan,26037.0
4744,2020-03-19,Eaton,Michigan,26045.0
4745,2020-03-19,Genesee,Michigan,26049.0
4746,2020-03-19,Ingham,Michigan,26065.0
4747,2020-03-19,Jackson,Michigan,26075.0
4748,2020-03-19,Kent,Michigan,26081.0
4749,2020-03-19,Leelanau,Michigan,26089.0
4750,2020-03-19,Livingston,Michigan,26093.0
4751,2020-03-19,Macomb,Michigan,26099.0
4752,2020-03-19,Midland,Michigan,26111.0
4753,2020-03-19,Monroe,Michigan,26115.0
4754,2020-03-19,Montcalm,Michigan,26117.0
4755,2020-03-19,Oakland,Michigan,26125.0
4756,2020-03-19,Otsego,Michigan,26137.0
4757,2020-03-19,Ottawa,Michigan,26139.0
4758,2020-03-19,St. Clair,Michigan,26147.0
4759,2020-03-19,Washtenaw,Michigan,26161.0
4760,2020-03-19,Wayne,Michigan,26163.0
5560,2020-03-20,Bay,Michigan,26017.0
5561,2020-03-20,Charlevoix,Michigan,26029.0
5562,2020-03-20,Clinton,Michigan,26037.0
5563,2020-03-20,Eaton,Michigan,26045.0
5564,2020-03-20,Genesee,Michigan,26049.0
5565,2020-03-20,Ingham,Michigan,26065.0
5566,2020-03-20,Jackson,Michigan,26075.0
5567,2020-03-20,Kent,Michigan,26081.0
5568,2020-03-20,Leelanau,Michigan,26089.0
5569,2020-03-20,Livingston,Michigan,26093.0
5570,2020-03-20,Macomb,Michigan,26099.0
5571,2020-03-20,Midland,Michigan,26111.0
5572,2020-03-20,Monroe,Michigan,26115.0
5573,2020-03-20,Montcalm,Michigan,26117.0
5574,2020-03-20,Oakland,Michigan,26125.0
5575,2020-03-20,Otsego,Michigan,26137.0
5576,2020-03-20,Ottawa,Michigan,26139.0
5577,2020-03-20,St. Clair,Michigan,26147.0
5578,2020-03-20,Washtenaw,Michigan,26161.0
5579,2020-03-20,Wayne,Michigan,26163.0
6520,2020-03-21,Allegan,Michigan,26005.0
6521,2020-03-21,Barry,Michigan,26015.0
6522,2020-03-21,Bay,Michigan,26017.0
6523,2020-03-21,Berrien,Michigan,26021.0
6524,2020-03-21,Calhoun,Michigan,26025.0
6525,2020-03-21,Charlevoix,Michigan,26029.0
6526,2020-03-21,Clare,Michigan,26035.0
6527,2020-03-21,Clinton,Michigan,26037.0
6528,2020-03-21,Eaton,Michigan,26045.0
6529,2020-03-21,Genesee,Michigan,26049.0
6530,2020-03-21,Ingham,Michigan,26065.0
6531,2020-03-21,Jackson,Michigan,26075.0
6532,2020-03-21,Kent,Michigan,26081.0
6533,2020-03-21,Leelanau,Michigan,26089.0
6534,2020-03-21,Livingston,Michigan,26093.0
6535,2020-03-21,Macomb,Michigan,26099.0
6536,2020-03-21,Midland,Michigan,26111.0
6537,2020-03-21,Monroe,Michigan,26115.0
6538,2020-03-21,Montcalm,Michigan,26117.0
6539,2020-03-21,Oakland,Michigan,26125.0
6540,2020-03-21,Otsego,Michigan,26137.0
6541,2020-03-21,Ottawa,Michigan,26139.0
6542,2020-03-21,Saginaw,Michigan,26145.0
6543,2020-03-21,St. Clair,Michigan,26147.0
6544,2020-03-21,Tuscola,Michigan,26157.0
6545,2020-03-21,Washtenaw,Michigan,26161.0
6546,2020-03-21,Wayne,Michigan,26163.0
6547,2020-03-21,Wexford,Michigan,26165.0
7597,2020-03-22,Allegan,Michigan,26005.0
7598,2020-03-22,Barry,Michigan,26015.0
7599,2020-03-22,Bay,Michigan,26017.0
7600,2020-03-22,Berrien,Michigan,26021.0
7601,2020-03-22,Calhoun,Michigan,26025.0
7602,2020-03-22,Charlevoix,Michigan,26029.0
7603,2020-03-22,Clare,Michigan,26035.0
7604,2020-03-22,Clinton,Michigan,26037.0
7605,2020-03-22,Eaton,Michigan,26045.0
7606,2020-03-22,Emmet,Michigan,26047.0
7607,2020-03-22,Genesee,Michigan,26049.0
7608,2020-03-22,Gladwin,Michigan,26051.0
7609,2020-03-22,Grand Traverse,Michigan,26055.0
7610,2020-03-22,Ingham,Michigan,26065.0
7611,2020-03-22,Jackson,Michigan,26075.0
7612,2020-03-22,Kent,Michigan,26081.0
7613,2020-03-22,Leelanau,Michigan,26089.0
7614,2020-03-22,Livingston,Michigan,26093.0
7615,2020-03-22,Macomb,Michigan,26099.0
7616,2020-03-22,Midland,Michigan,26111.0
7617,2020-03-22,Monroe,Michigan,26115.0
7618,2020-03-22,Montcalm,Michigan,26117.0
7619,2020-03-22,Oakland,Michigan,26125.0
7620,2020-03-22,Otsego,Michigan,26137.0
7621,2020-03-22,Ottawa,Michigan,26139.0
7622,2020-03-22,Roscommon,Michigan,26143.0
7623,2020-03-22,Saginaw,Michigan,26145.0
7624,2020-03-22,St. Clair,Michigan,26147.0
7625,2020-03-22,Tuscola,Michigan,26157.0
7626,2020-03-22,Washtenaw,Michigan,26161.0
7627,2020-03-22,Wayne,Michigan,26163.0
7628,2020-03-22,Wexford,Michigan,26165.0
8769,2020-03-23,Allegan,Michigan,26005.0
8770,2020-03-23,Barry,Michigan,26015.0
8771,2020-03-23,Bay,Michigan,26017.0
8772,2020-03-23,Berrien,Michigan,26021.0
8773,2020-03-23,Calhoun,Michigan,26025.0
8774,2020-03-23,Charlevoix,Michigan,26029.0
8775,2020-03-23,Chippewa,Michigan,26033.0
8776,2020-03-23,Clare,Michigan,26035.0
8777,2020-03-23,Clinton,Michigan,26037.0
8778,2020-03-23,Eaton,Michigan,26045.0
8779,2020-03-23,Emmet,Michigan,26047.0
8780,2020-03-23,Genesee,Michigan,26049.0
8781,2020-03-23,Gladwin,Michigan,26051.0
8782,2020-03-23,Grand Traverse,Michigan,26055.0
8783,2020-03-23,Ingham,Michigan,26065.0
8784,2020-03-23,Jackson,Michigan,26075.0
8785,2020-03-23,Kalamazoo,Michigan,26077.0
8786,2020-03-23,Kent,Michigan,26081.0
8787,2020-03-23,Leelanau,Michigan,26089.0
8788,2020-03-23,Livingston,Michigan,26093.0
8789,2020-03-23,Macomb,Michigan,26099.0
8790,2020-03-23,Midland,Michigan,26111.0
8791,2020-03-23,Monroe,Michigan,26115.0
8792,2020-03-23,Montcalm,Michigan,26117.0
8793,2020-03-23,Muskegon,Michigan,26121.0
8794,2020-03-23,Newaygo,Michigan,26123.0
8795,2020-03-23,Oakland,Michigan,26125.0
8796,2020-03-23,Otsego,Michigan,26137.0
8797,2020-03-23,Ottawa,Michigan,26139.0
8798,2020-03-23,Roscommon,Michigan,26143.0
8799,2020-03-23,Saginaw,Michigan,26145.0
8800,2020-03-23,St. Clair,Michigan,26147.0
8801,2020-03-23,Tuscola,Michigan,26157.0
8802,2020-03-23,Washtenaw,Michigan,26161.0
8803,2020-03-23,Wayne,Michigan,26163.0
8804,2020-03-23,Wexford,Michigan,26165.0
10058,2020-03-24,Allegan,Michigan,26005.0
10059,2020-03-24,Barry,Michigan,26015.0
10060,2020-03-24,Bay,Michigan,26017.0
10061,2020-03-24,Berrien,Michigan,26021.0
10062,2020-03-24,Calhoun,Michigan,26025.0
10063,2020-03-24,Charlevoix,Michigan,26029.0
10064,2020-03-24,Chippewa,Michigan,26033.0
10065,2020-03-24,Clare,Michigan,26035.0
10066,2020-03-24,Clinton,Michigan,26037.0
10067,2020-03-24,Eaton,Michigan,26045.0
10068,2020-03-24,Emmet,Michigan,26047.0
10069,2020-03-24,Genesee,Michigan,26049.0
10070,2020-03-24,Gladwin,Michigan,26051.0
10071,2020-03-24,Grand Traverse,Michigan,26055.0
10072,2020-03-24,Hillsdale,Michigan,26059.0
10073,2020-03-24,Ingham,Michigan,26065.0
10074,2020-03-24,Isabella,Michigan,26073.0
10075,2020-03-24,Jackson,Michigan,26075.0
10076,2020-03-24,Kalamazoo,Michigan,26077.0
10077,2020-03-24,Kalkaska,Michigan,26079.0
10078,2020-03-24,Kent,Michigan,26081.0
10079,2020-03-24,Lapeer,Michigan,26087.0
10080,2020-03-24,Leelanau,Michigan,26089.0
10081,2020-03-24,Livingston,Michigan,26093.0
10082,2020-03-24,Macomb,Michigan,26099.0
10083,2020-03-24,Manistee,Michigan,26101.0
10084,2020-03-24,Midland,Michigan,26111.0
10085,2020-03-24,Monroe,Michigan,26115.0
10086,2020-03-24,Montcalm,Michigan,26117.0
10087,2020-03-24,Muskegon,Michigan,26121.0
10088,2020-03-24,Newaygo,Michigan,26123.0
10089,2020-03-24,Oakland,Michigan,26125.0
10090,2020-03-24,Otsego,Michigan,26137.0
10091,2020-03-24,Ottawa,Michigan,26139.0
10092,2020-03-24,Roscommon,Michigan,26143.0
10093,2020-03-24,Saginaw,Michigan,26145.0
10094,2020-03-24,St. Clair,Michigan,26147.0
10095,2020-03-24,Tuscola,Michigan,26157.0
10096,2020-03-24,Unknown,Michigan,
10097,2020-03-24,Washtenaw,Michigan,26161.0
10098,2020-03-24,Wayne,Michigan,26163.0
10099,2020-03-24,Wexford,Michigan,26165.0
11470,2020-03-25,Allegan,Michigan,26005.0
11471,2020-03-25,Barry,Michigan,26015.0
11472,2020-03-25,Bay,Michigan,26017.0
11473,2020-03-25,Berrien,Michigan,26021.0
11474,2020-03-25,Calhoun,Michigan,26025.0
11475,2020-03-25,Charlevoix,Michigan,26029.0
11476,2020-03-25,Chippewa,Michigan,26033.0
11477,2020-03-25,Clare,Michigan,26035.0
11478,2020-03-25,Clinton,Michigan,26037.0
11479,2020-03-25,Eaton,Michigan,26045.0
11480,2020-03-25,Emmet,Michigan,26047.0
11481,2020-03-25,Genesee,Michigan,26049.0
11482,2020-03-25,Gladwin,Michigan,26051.0
11483,2020-03-25,Grand Traverse,Michigan,26055.0
11484,2020-03-25,Hillsdale,Michigan,26059.0
11485,2020-03-25,Ingham,Michigan,26065.0
11486,2020-03-25,Iosco,Michigan,26069.0
11487,2020-03-25,Isabella,Michigan,26073.0
11488,2020-03-25,Jackson,Michigan,26075.0
11489,2020-03-25,Kalamazoo,Michigan,26077.0
11490,2020-03-25,Kalkaska,Michigan,26079.0
11491,2020-03-25,Kent,Michigan,26081.0
11492,2020-03-25,Lapeer,Michigan,26087.0
11493,2020-03-25,Leelanau,Michigan,26089.0
11494,2020-03-25,Lenawee,Michigan,26091.0
11495,2020-03-25,Livingston,Michigan,26093.0
11496,2020-03-25,Macomb,Michigan,26099.0
11497,2020-03-25,Manistee,Michigan,26101.0
11498,2020-03-25,Marquette,Michigan,26103.0
11499,2020-03-25,Midland,Michigan,26111.0
11500,2020-03-25,Monroe,Michigan,26115.0
11501,2020-03-25,Montcalm,Michigan,26117.0
11502,2020-03-25,Muskegon,Michigan,26121.0
11503,2020-03-25,Newaygo,Michigan,26123.0
11504,2020-03-25,Oakland,Michigan,26125.0
11505,2020-03-25,Otsego,Michigan,26137.0
11506,2020-03-25,Ottawa,Michigan,26139.0
11507,2020-03-25,Roscommon,Michigan,26143.0
11508,2020-03-25,Saginaw,Michigan,26145.0
11509,2020-03-25,Sanilac,Michigan,26151.0
11510,2020-03-25,St. Clair,Michigan,26147.0
11511,2020-03-25,Tuscola,Michigan,26157.0
11512,2020-03-25,Unknown,Michigan,
11513,2020-03-25,Van Buren,Michigan,26159.0
11514,2020-03-25,Washtenaw,Michigan,26161.0
11515,2020-03-25,Wayne,Michigan,26163.0
11516,2020-03-25,Wexford,Michigan,26165.0
13051,2020-03-26,Allegan,Michigan,26005.0
13052,2020-03-26,Barry,Michigan,26015.0
13053,2020-03-26,Bay,Michigan,26017.0
13054,2020-03-26,Berrien,Michigan,26021.0
13055,2020-03-26,Calhoun,Michigan,26025.0
13056,2020-03-26,Charlevoix,Michigan,26029.0
13057,2020-03-26,Chippewa,Michigan,26033.0
13058,2020-03-26,Clare,Michigan,26035.0
13059,2020-03-26,Clinton,Michigan,26037.0
13060,2020-03-26,Eaton,Michigan,26045.0
13061,2020-03-26,Emmet,Michigan,26047.0
13062,2020-03-26,Genesee,Michigan,26049.0
13063,2020-03-26,Gladwin,Michigan,26051.0
13064,2020-03-26,Gogebic,Michigan,26053.0
13065,2020-03-26,Grand Traverse,Michigan,26055.0
13066,2020-03-26,Hillsdale,Michigan,26059.0
13067,2020-03-26,Ingham,Michigan,26065.0
13068,2020-03-26,Ionia,Michigan,26067.0
13069,2020-03-26,Iosco,Michigan,26069.0
13070,2020-03-26,Isabella,Michigan,26073.0
13071,2020-03-26,Jackson,Michigan,26075.0
13072,2020-03-26,Kalamazoo,Michigan,26077.0
13073,2020-03-26,Kalkaska,Michigan,26079.0
13074,2020-03-26,Kent,Michigan,26081.0
13075,2020-03-26,Lapeer,Michigan,26087.0
13076,2020-03-26,Leelanau,Michigan,26089.0
13077,2020-03-26,Lenawee,Michigan,26091.0
13078,2020-03-26,Livingston,Michigan,26093.0
13079,2020-03-26,Macomb,Michigan,26099.0
13080,2020-03-26,Manistee,Michigan,26101.0
13081,2020-03-26,Marquette,Michigan,26103.0
13082,2020-03-26,Mecosta,Michigan,26107.0
13083,2020-03-26,Midland,Michigan,26111.0
13084,2020-03-26,Missaukee,Michigan,26113.0
13085,2020-03-26,Monroe,Michigan,26115.0
13086,2020-03-26,Montcalm,Michigan,26117.0
13087,2020-03-26,Muskegon,Michigan,26121.0
13088,2020-03-26,Newaygo,Michigan,26123.0
13089,2020-03-26,Oakland,Michigan,26125.0
13090,2020-03-26,Oceana,Michigan,26127.0
13091,2020-03-26,Ogemaw,Michigan,26129.0
13092,2020-03-26,Otsego,Michigan,26137.0
13093,2020-03-26,Ottawa,Michigan,26139.0
13094,2020-03-26,Roscommon,Michigan,26143.0
13095,2020-03-26,Saginaw,Michigan,26145.0
13096,2020-03-26,Sanilac,Michigan,26151.0
13097,2020-03-26,Shiawassee,Michigan,26155.0
13098,2020-03-26,St. Clair,Michigan,26147.0
13099,2020-03-26,Tuscola,Michigan,26157.0
13100,2020-03-26,Unknown,Michigan,
13101,2020-03-26,Van Buren,Michigan,26159.0
13102,2020-03-26,Washtenaw,Michigan,26161.0
13103,2020-03-26,Wayne,Michigan,26163.0
13104,2020-03-26,Wexford,Michigan,26165.0
14759,2020-03-27,Allegan,Michigan,26005.0
14760,2020-03-27,Barry,Michigan,26015.0
14761,2020-03-27,Bay,Michigan,26017.0
14762,2020-03-27,Berrien,Michigan,26021.0
14763,2020-03-27,Calhoun,Michigan,26025.0
14764,2020-03-27,Cass,Michigan,26027.0
14765,2020-03-27,Charlevoix,Michigan,26029.0
14766,2020-03-27,Chippewa,Michigan,26033.0
14767,2020-03-27,Clare,Michigan,26035.0
14768,2020-03-27,Clinton,Michigan,26037.0
14769,2020-03-27,Crawford,Michigan,26039.0
14770,2020-03-27,Eaton,Michigan,26045.0
14771,2020-03-27,Emmet,Michigan,26047.0
14772,2020-03-27,Genesee,Michigan,26049.0
14773,2020-03-27,Gladwin,Michigan,26051.0
14774,2020-03-27,Gogebic,Michigan,26053.0
14775,2020-03-27,Grand Traverse,Michigan,26055.0
14776,2020-03-27,Gratiot,Michigan,26057.0
14777,2020-03-27,Hillsdale,Michigan,26059.0
14778,2020-03-27,Huron,Michigan,26063.0
14779,2020-03-27,Ingham,Michigan,26065.0
14780,2020-03-27,Ionia,Michigan,26067.0
14781,2020-03-27,Iosco,Michigan,26069.0
14782,2020-03-27,Isabella,Michigan,26073.0
14783,2020-03-27,Jackson,Michigan,26075.0
14784,2020-03-27,Kalamazoo,Michigan,26077.0
14785,2020-03-27,Kalkaska,Michigan,26079.0
14786,2020-03-27,Kent,Michigan,26081.0
14787,2020-03-27,Lapeer,Michigan,26087.0
14788,2020-03-27,Leelanau,Michigan,26089.0
14789,2020-03-27,Lenawee,Michigan,26091.0
14790,2020-03-27,Livingston,Michigan,26093.0
14791,2020-03-27,Macomb,Michigan,26099.0
14792,2020-03-27,Manistee,Michigan,26101.0
14793,2020-03-27,Marquette,Michigan,26103.0
14794,2020-03-27,Mecosta,Michigan,26107.0
14795,2020-03-27,Midland,Michigan,26111.0
14796,2020-03-27,Missaukee,Michigan,26113.0
14797,2020-03-27,Monroe,Michigan,26115.0
14798,2020-03-27,Montcalm,Michigan,26117.0
14799,2020-03-27,Muskegon,Michigan,26121.0
14800,2020-03-27,Newaygo,Michigan,26123.0
14801,2020-03-27,Oakland,Michigan,26125.0
14802,2020-03-27,Oceana,Michigan,26127.0
14803,2020-03-27,Ogemaw,Michigan,26129.0
14804,2020-03-27,Otsego,Michigan,26137.0
14805,2020-03-27,Ottawa,Michigan,26139.0
14806,2020-03-27,Roscommon,Michigan,26143.0
14807,2020-03-27,Saginaw,Michigan,26145.0
14808,2020-03-27,Sanilac,Michigan,26151.0
14809,2020-03-27,Shiawassee,Michigan,26155.0
14810,2020-03-27,St. Clair,Michigan,26147.0
14811,2020-03-27,Tuscola,Michigan,26157.0
14812,2020-03-27,Unknown,Michigan,
14813,2020-03-27,Van Buren,Michigan,26159.0
14814,2020-03-27,Washtenaw,Michigan,26161.0
14815,2020-03-27,Wayne,Michigan,26163.0
14816,2020-03-27,Wexford,Michigan,26165.0
16579,2020-03-28,Allegan,Michigan,26005.0
16580,2020-03-28,Barry,Michigan,26015.0
16581,2020-03-28,Bay,Michigan,26017.0
16582,2020-03-28,Berrien,Michigan,26021.0
16583,2020-03-28,Calhoun,Michigan,26025.0
16584,2020-03-28,Cass,Michigan,26027.0
16585,2020-03-28,Charlevoix,Michigan,26029.0
16586,2020-03-28,Chippewa,Michigan,26033.0
16587,2020-03-28,Clare,Michigan,26035.0
16588,2020-03-28,Clinton,Michigan,26037.0
16589,2020-03-28,Crawford,Michigan,26039.0
16590,2020-03-28,Eaton,Michigan,26045.0
16591,2020-03-28,Emmet,Michigan,26047.0
16592,2020-03-28,Genesee,Michigan,26049.0
16593,2020-03-28,Gladwin,Michigan,26051.0
16594,2020-03-28,Gogebic,Michigan,26053.0
16595,2020-03-28,Grand Traverse,Michigan,26055.0
16596,2020-03-28,Gratiot,Michigan,26057.0
16597,2020-03-28,Hillsdale,Michigan,26059.0
16598,2020-03-28,Huron,Michigan,26063.0
16599,2020-03-28,Ingham,Michigan,26065.0
16600,2020-03-28,Ionia,Michigan,26067.0
16601,2020-03-28,Iosco,Michigan,26069.0
16602,2020-03-28,Isabella,Michigan,26073.0
16603,2020-03-28,Jackson,Michigan,26075.0
16604,2020-03-28,Kalamazoo,Michigan,26077.0
16605,2020-03-28,Kalkaska,Michigan,26079.0
16606,2020-03-28,Kent,Michigan,26081.0
16607,2020-03-28,Lapeer,Michigan,26087.0
16608,2020-03-28,Leelanau,Michigan,26089.0
16609,2020-03-28,Lenawee,Michigan,26091.0
16610,2020-03-28,Livingston,Michigan,26093.0
16611,2020-03-28,Macomb,Michigan,26099.0
16612,2020-03-28,Manistee,Michigan,26101.0
16613,2020-03-28,Marquette,Michigan,26103.0
16614,2020-03-28,Mecosta,Michigan,26107.0
16615,2020-03-28,Midland,Michigan,26111.0
16616,2020-03-28,Missaukee,Michigan,26113.0
16617,2020-03-28,Monroe,Michigan,26115.0
16618,2020-03-28,Montcalm,Michigan,26117.0
16619,2020-03-28,Muskegon,Michigan,26121.0
16620,2020-03-28,Newaygo,Michigan,26123.0
16621,2020-03-28,Oakland,Michigan,26125.0
16622,2020-03-28,Oceana,Michigan,26127.0
16623,2020-03-28,Ogemaw,Michigan,26129.0
16624,2020-03-28,Osceola,Michigan,26133.0
16625,2020-03-28,Otsego,Michigan,26137.0
16626,2020-03-28,Ottawa,Michigan,26139.0
16627,2020-03-28,Roscommon,Michigan,26143.0
16628,2020-03-28,Saginaw,Michigan,26145.0
16629,2020-03-28,Sanilac,Michigan,26151.0
16630,2020-03-28,Shiawassee,Michigan,26155.0
16631,2020-03-28,St. Clair,Michigan,26147.0
16632,2020-03-28,Tuscola,Michigan,26157.0
16633,2020-03-28,Unknown,Michigan,
16634,2020-03-28,Van Buren,Michigan,26159.0
16635,2020-03-28,Washtenaw,Michigan,26161.0
16636,2020-03-28,Wayne,Michigan,26163.0
16637,2020-03-28,Wexford,Michigan,26165.0
18494,2020-03-29,Allegan,Michigan,26005.0
18495,2020-03-29,Barry,Michigan,26015.0
18496,2020-03-29,Bay,Michigan,26017.0
18497,2020-03-29,Berrien,Michigan,26021.0
18498,2020-03-29,Calhoun,Michigan,26025.0
18499,2020-03-29,Cass,Michigan,26027.0
18500,2020-03-29,Charlevoix,Michigan,26029.0
18501,2020-03-29,Cheboygan,Michigan,26031.0
18502,2020-03-29,Chippewa,Michigan,26033.0
18503,2020-03-29,Clare,Michigan,26035.0
18504,2020-03-29,Clinton,Michigan,26037.0
18505,2020-03-29,Crawford,Michigan,26039.0
18506,2020-03-29,Eaton,Michigan,26045.0
18507,2020-03-29,Emmet,Michigan,26047.0
18508,2020-03-29,Genesee,Michigan,26049.0
18509,2020-03-29,Gladwin,Michigan,26051.0
18510,2020-03-29,Gogebic,Michigan,26053.0
18511,2020-03-29,Grand Traverse,Michigan,26055.0
18512,2020-03-29,Gratiot,Michigan,26057.0
18513,2020-03-29,Hillsdale,Michigan,26059.0
18514,2020-03-29,Huron,Michigan,26063.0
18515,2020-03-29,Ingham,Michigan,26065.0
18516,2020-03-29,Ionia,Michigan,26067.0
18517,2020-03-29,Iosco,Michigan,26069.0
18518,2020-03-29,Isabella,Michigan,26073.0
18519,2020-03-29,Jackson,Michigan,26075.0
18520,2020-03-29,Kalamazoo,Michigan,26077.0
18521,2020-03-29,Kalkaska,Michigan,26079.0
18522,2020-03-29,Kent,Michigan,26081.0
18523,2020-03-29,Lapeer,Michigan,26087.0
18524,2020-03-29,Leelanau,Michigan,26089.0
18525,2020-03-29,Lenawee,Michigan,26091.0
18526,2020-03-29,Livingston,Michigan,26093.0
18527,2020-03-29,Macomb,Michigan,26099.0
18528,2020-03-29,Manistee,Michigan,26101.0
18529,2020-03-29,Marquette,Michigan,26103.0
18530,2020-03-29,Mecosta,Michigan,26107.0
18531,2020-03-29,Midland,Michigan,26111.0
18532,2020-03-29,Missaukee,Michigan,26113.0
18533,2020-03-29,Monroe,Michigan,26115.0
18534,2020-03-29,Montcalm,Michigan,26117.0
18535,2020-03-29,Muskegon,Michigan,26121.0
18536,2020-03-29,Newaygo,Michigan,26123.0
18537,2020-03-29,Oakland,Michigan,26125.0
18538,2020-03-29,Oceana,Michigan,26127.0
18539,2020-03-29,Ogemaw,Michigan,26129.0
18540,2020-03-29,Osceola,Michigan,26133.0
18541,2020-03-29,Otsego,Michigan,26137.0
18542,2020-03-29,Ottawa,Michigan,26139.0
18543,2020-03-29,Roscommon,Michigan,26143.0
18544,2020-03-29,Saginaw,Michigan,26145.0
18545,2020-03-29,Sanilac,Michigan,26151.0
18546,2020-03-29,Shiawassee,Michigan,26155.0
18547,2020-03-29,St. Clair,Michigan,26147.0
18548,2020-03-29,Tuscola,Michigan,26157.0
18549,2020-03-29,Unknown,Michigan,
18550,2020-03-29,Van Buren,Michigan,26159.0
18551,2020-03-29,Washtenaw,Michigan,26161.0
18552,2020-03-29,Wayne,Michigan,26163.0
18553,2020-03-29,Wexford,Michigan,26165.0
20510,2020-03-30,Allegan,Michigan,26005.0
20511,2020-03-30,Antrim,Michigan,26009.0
20512,2020-03-30,Barry,Michigan,26015.0
20513,2020-03-30,Bay,Michigan,26017.0
